condition_id,ligand_id,ligand_index,metal_index,base_index,solvent_index,metal,base,solvent,demo_liquid_envelope,wet_lab_approved,requested_reaction_temperature_C,provenance
4363,L23,22,4,2,3,[Ru(p-cymene)Cl2]2,triethylamine,DMF,True,False,60.0,virtual_design
4364,L23,22,4,3,0,[Ru(p-cymene)Cl2]2,pyridine,ethanol,True,False,60.0,virtual_design
4365,L23,22,4,3,1,[Ru(p-cymene)Cl2]2,pyridine,acetonitrile,True,False,60.0,virtual_design
4366,L23,22,4,3,2,[Ru(p-cymene)Cl2]2,pyridine,toluene,True,False,60.0,virtual_design
4367,L23,22,4,3,3,[Ru(p-cymene)Cl2]2,pyridine,DMF,True,False,60.0,virtual_design
4368,L23,22,4,4,0,[Ru(p-cymene)Cl2]2,DABCO,ethanol,True,False,60.0,virtual_design
4369,L23,22,4,4,1,[Ru(p-cymene)Cl2]2,DABCO,acetonitrile,True,False,60.0,virtual_design
4370,L23,22,4,4,2,[Ru(p-cymene)Cl2]2,DABCO,toluene,True,False,60.0,virtual_design
4371,L23,22,4,4,3,[Ru(p-cymene)Cl2]2,DABCO,DMF,True,False,60.0,virtual_design
4372,L23,22,4,5,0,[Ru(p-cymene)Cl2]2,K2CO3,ethanol,False,False,60.0,virtual_design
4373,L23,22,4,5,1,[Ru(p-cymene)Cl2]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
4374,L23,22,4,5,2,[Ru(p-cymene)Cl2]2,K2CO3,toluene,False,False,60.0,virtual_design
4375,L23,22,4,5,3,[Ru(p-cymene)Cl2]2,K2CO3,DMF,False,False,60.0,virtual_design
4376,L23,22,4,6,0,[Ru(p-cymene)Cl2]2,KOtBu,ethanol,False,False,60.0,virtual_design
4377,L23,22,4,6,1,[Ru(p-cymene)Cl2]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
4378,L23,22,4,6,2,[Ru(p-cymene)Cl2]2,KOtBu,toluene,False,False,60.0,virtual_design
4379,L23,22,4,6,3,[Ru(p-cymene)Cl2]2,KOtBu,DMF,False,False,60.0,virtual_design
4380,L23,22,4,7,0,[Ru(p-cymene)Cl2]2,NaOtBu,ethanol,False,False,60.0,virtual_design
4381,L23,22,4,7,1,[Ru(p-cymene)Cl2]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4382,L23,22,4,7,2,[Ru(p-cymene)Cl2]2,NaOtBu,toluene,False,False,60.0,virtual_design
4383,L23,22,4,7,3,[Ru(p-cymene)Cl2]2,NaOtBu,DMF,False,False,60.0,virtual_design
4384,L23,22,5,0,0,Pd(OAc)2,DBU,ethanol,True,False,60.0,virtual_design
4385,L23,22,5,0,1,Pd(OAc)2,DBU,acetonitrile,True,False,60.0,virtual_design
4386,L23,22,5,0,2,Pd(OAc)2,DBU,toluene,True,False,60.0,virtual_design
4387,L23,22,5,0,3,Pd(OAc)2,DBU,DMF,True,False,60.0,virtual_design
4388,L23,22,5,1,0,Pd(OAc)2,DIPEA,ethanol,True,False,60.0,virtual_design
4389,L23,22,5,1,1,Pd(OAc)2,DIPEA,acetonitrile,True,False,60.0,virtual_design
4390,L23,22,5,1,2,Pd(OAc)2,DIPEA,toluene,True,False,60.0,virtual_design
4391,L23,22,5,1,3,Pd(OAc)2,DIPEA,DMF,True,False,60.0,virtual_design
4392,L23,22,5,2,0,Pd(OAc)2,triethylamine,ethanol,True,False,60.0,virtual_design
4393,L23,22,5,2,1,Pd(OAc)2,triethylamine,acetonitrile,True,False,60.0,virtual_design
4394,L23,22,5,2,2,Pd(OAc)2,triethylamine,toluene,True,False,60.0,virtual_design
4395,L23,22,5,2,3,Pd(OAc)2,triethylamine,DMF,True,False,60.0,virtual_design
4396,L23,22,5,3,0,Pd(OAc)2,pyridine,ethanol,True,False,60.0,virtual_design
4397,L23,22,5,3,1,Pd(OAc)2,pyridine,acetonitrile,True,False,60.0,virtual_design
4398,L23,22,5,3,2,Pd(OAc)2,pyridine,toluene,True,False,60.0,virtual_design
4399,L23,22,5,3,3,Pd(OAc)2,pyridine,DMF,True,False,60.0,virtual_design
4400,L23,22,5,4,0,Pd(OAc)2,DABCO,ethanol,True,False,60.0,virtual_design
4401,L23,22,5,4,1,Pd(OAc)2,DABCO,acetonitrile,True,False,60.0,virtual_design
4402,L23,22,5,4,2,Pd(OAc)2,DABCO,toluene,True,False,60.0,virtual_design
4403,L23,22,5,4,3,Pd(OAc)2,DABCO,DMF,True,False,60.0,virtual_design
4404,L23,22,5,5,0,Pd(OAc)2,K2CO3,ethanol,False,False,60.0,virtual_design
4405,L23,22,5,5,1,Pd(OAc)2,K2CO3,acetonitrile,False,False,60.0,virtual_design
4406,L23,22,5,5,2,Pd(OAc)2,K2CO3,toluene,False,False,60.0,virtual_design
4407,L23,22,5,5,3,Pd(OAc)2,K2CO3,DMF,False,False,60.0,virtual_design
4408,L23,22,5,6,0,Pd(OAc)2,KOtBu,ethanol,False,False,60.0,virtual_design
4409,L23,22,5,6,1,Pd(OAc)2,KOtBu,acetonitrile,False,False,60.0,virtual_design
4410,L23,22,5,6,2,Pd(OAc)2,KOtBu,toluene,False,False,60.0,virtual_design
4411,L23,22,5,6,3,Pd(OAc)2,KOtBu,DMF,False,False,60.0,virtual_design
4412,L23,22,5,7,0,Pd(OAc)2,NaOtBu,ethanol,False,False,60.0,virtual_design
4413,L23,22,5,7,1,Pd(OAc)2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4414,L23,22,5,7,2,Pd(OAc)2,NaOtBu,toluene,False,False,60.0,virtual_design
4415,L23,22,5,7,3,Pd(OAc)2,NaOtBu,DMF,False,False,60.0,virtual_design
4416,L24,23,0,0,0,CuI,DBU,ethanol,True,False,60.0,virtual_design
4417,L24,23,0,0,1,CuI,DBU,acetonitrile,True,False,60.0,virtual_design
4418,L24,23,0,0,2,CuI,DBU,toluene,True,False,60.0,virtual_design
4419,L24,23,0,0,3,CuI,DBU,DMF,True,False,60.0,virtual_design
4420,L24,23,0,1,0,CuI,DIPEA,ethanol,True,False,60.0,virtual_design
4421,L24,23,0,1,1,CuI,DIPEA,acetonitrile,True,False,60.0,virtual_design
4422,L24,23,0,1,2,CuI,DIPEA,toluene,True,False,60.0,virtual_design
4423,L24,23,0,1,3,CuI,DIPEA,DMF,True,False,60.0,virtual_design
4424,L24,23,0,2,0,CuI,triethylamine,ethanol,True,False,60.0,virtual_design
4425,L24,23,0,2,1,CuI,triethylamine,acetonitrile,True,False,60.0,virtual_design
4426,L24,23,0,2,2,CuI,triethylamine,toluene,True,False,60.0,virtual_design
4427,L24,23,0,2,3,CuI,triethylamine,DMF,True,False,60.0,virtual_design
4428,L24,23,0,3,0,CuI,pyridine,ethanol,True,False,60.0,virtual_design
4429,L24,23,0,3,1,CuI,pyridine,acetonitrile,True,False,60.0,virtual_design
4430,L24,23,0,3,2,CuI,pyridine,toluene,True,False,60.0,virtual_design
4431,L24,23,0,3,3,CuI,pyridine,DMF,True,False,60.0,virtual_design
4432,L24,23,0,4,0,CuI,DABCO,ethanol,True,False,60.0,virtual_design
4433,L24,23,0,4,1,CuI,DABCO,acetonitrile,True,False,60.0,virtual_design
4434,L24,23,0,4,2,CuI,DABCO,toluene,True,False,60.0,virtual_design
4435,L24,23,0,4,3,CuI,DABCO,DMF,True,False,60.0,virtual_design
4436,L24,23,0,5,0,CuI,K2CO3,ethanol,False,False,60.0,virtual_design
4437,L24,23,0,5,1,CuI,K2CO3,acetonitrile,False,False,60.0,virtual_design
4438,L24,23,0,5,2,CuI,K2CO3,toluene,False,False,60.0,virtual_design
4439,L24,23,0,5,3,CuI,K2CO3,DMF,False,False,60.0,virtual_design
4440,L24,23,0,6,0,CuI,KOtBu,ethanol,False,False,60.0,virtual_design
4441,L24,23,0,6,1,CuI,KOtBu,acetonitrile,False,False,60.0,virtual_design
4442,L24,23,0,6,2,CuI,KOtBu,toluene,False,False,60.0,virtual_design
4443,L24,23,0,6,3,CuI,KOtBu,DMF,False,False,60.0,virtual_design
4444,L24,23,0,7,0,CuI,NaOtBu,ethanol,False,False,60.0,virtual_design
4445,L24,23,0,7,1,CuI,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4446,L24,23,0,7,2,CuI,NaOtBu,toluene,False,False,60.0,virtual_design
4447,L24,23,0,7,3,CuI,NaOtBu,DMF,False,False,60.0,virtual_design
4448,L24,23,1,0,0,Cu(OAc)2,DBU,ethanol,True,False,60.0,virtual_design
4449,L24,23,1,0,1,Cu(OAc)2,DBU,acetonitrile,True,False,60.0,virtual_design
4450,L24,23,1,0,2,Cu(OAc)2,DBU,toluene,True,False,60.0,virtual_design
4451,L24,23,1,0,3,Cu(OAc)2,DBU,DMF,True,False,60.0,virtual_design
4452,L24,23,1,1,0,Cu(OAc)2,DIPEA,ethanol,True,False,60.0,virtual_design
4453,L24,23,1,1,1,Cu(OAc)2,DIPEA,acetonitrile,True,False,60.0,virtual_design
4454,L24,23,1,1,2,Cu(OAc)2,DIPEA,toluene,True,False,60.0,virtual_design
4455,L24,23,1,1,3,Cu(OAc)2,DIPEA,DMF,True,False,60.0,virtual_design
4456,L24,23,1,2,0,Cu(OAc)2,triethylamine,ethanol,True,False,60.0,virtual_design
4457,L24,23,1,2,1,Cu(OAc)2,triethylamine,acetonitrile,True,False,60.0,virtual_design
4458,L24,23,1,2,2,Cu(OAc)2,triethylamine,toluene,True,False,60.0,virtual_design
4459,L24,23,1,2,3,Cu(OAc)2,triethylamine,DMF,True,False,60.0,virtual_design
4460,L24,23,1,3,0,Cu(OAc)2,pyridine,ethanol,True,False,60.0,virtual_design
4461,L24,23,1,3,1,Cu(OAc)2,pyridine,acetonitrile,True,False,60.0,virtual_design
4462,L24,23,1,3,2,Cu(OAc)2,pyridine,toluene,True,False,60.0,virtual_design
4463,L24,23,1,3,3,Cu(OAc)2,pyridine,DMF,True,False,60.0,virtual_design
4464,L24,23,1,4,0,Cu(OAc)2,DABCO,ethanol,True,False,60.0,virtual_design
4465,L24,23,1,4,1,Cu(OAc)2,DABCO,acetonitrile,True,False,60.0,virtual_design
4466,L24,23,1,4,2,Cu(OAc)2,DABCO,toluene,True,False,60.0,virtual_design
4467,L24,23,1,4,3,Cu(OAc)2,DABCO,DMF,True,False,60.0,virtual_design
4468,L24,23,1,5,0,Cu(OAc)2,K2CO3,ethanol,False,False,60.0,virtual_design
4469,L24,23,1,5,1,Cu(OAc)2,K2CO3,acetonitrile,False,False,60.0,virtual_design
4470,L24,23,1,5,2,Cu(OAc)2,K2CO3,toluene,False,False,60.0,virtual_design
4471,L24,23,1,5,3,Cu(OAc)2,K2CO3,DMF,False,False,60.0,virtual_design
4472,L24,23,1,6,0,Cu(OAc)2,KOtBu,ethanol,False,False,60.0,virtual_design
4473,L24,23,1,6,1,Cu(OAc)2,KOtBu,acetonitrile,False,False,60.0,virtual_design
4474,L24,23,1,6,2,Cu(OAc)2,KOtBu,toluene,False,False,60.0,virtual_design
4475,L24,23,1,6,3,Cu(OAc)2,KOtBu,DMF,False,False,60.0,virtual_design
4476,L24,23,1,7,0,Cu(OAc)2,NaOtBu,ethanol,False,False,60.0,virtual_design
4477,L24,23,1,7,1,Cu(OAc)2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4478,L24,23,1,7,2,Cu(OAc)2,NaOtBu,toluene,False,False,60.0,virtual_design
4479,L24,23,1,7,3,Cu(OAc)2,NaOtBu,DMF,False,False,60.0,virtual_design
4480,L24,23,2,0,0,[Rh(COD)Cl]2,DBU,ethanol,True,False,60.0,virtual_design
4481,L24,23,2,0,1,[Rh(COD)Cl]2,DBU,acetonitrile,True,False,60.0,virtual_design
4482,L24,23,2,0,2,[Rh(COD)Cl]2,DBU,toluene,True,False,60.0,virtual_design
4483,L24,23,2,0,3,[Rh(COD)Cl]2,DBU,DMF,True,False,60.0,virtual_design
4484,L24,23,2,1,0,[Rh(COD)Cl]2,DIPEA,ethanol,True,False,60.0,virtual_design
4485,L24,23,2,1,1,[Rh(COD)Cl]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
4486,L24,23,2,1,2,[Rh(COD)Cl]2,DIPEA,toluene,True,False,60.0,virtual_design
4487,L24,23,2,1,3,[Rh(COD)Cl]2,DIPEA,DMF,True,False,60.0,virtual_design
4488,L24,23,2,2,0,[Rh(COD)Cl]2,triethylamine,ethanol,True,False,60.0,virtual_design
4489,L24,23,2,2,1,[Rh(COD)Cl]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
4490,L24,23,2,2,2,[Rh(COD)Cl]2,triethylamine,toluene,True,False,60.0,virtual_design
4491,L24,23,2,2,3,[Rh(COD)Cl]2,triethylamine,DMF,True,False,60.0,virtual_design
4492,L24,23,2,3,0,[Rh(COD)Cl]2,pyridine,ethanol,True,False,60.0,virtual_design
4493,L24,23,2,3,1,[Rh(COD)Cl]2,pyridine,acetonitrile,True,False,60.0,virtual_design
4494,L24,23,2,3,2,[Rh(COD)Cl]2,pyridine,toluene,True,False,60.0,virtual_design
4495,L24,23,2,3,3,[Rh(COD)Cl]2,pyridine,DMF,True,False,60.0,virtual_design
4496,L24,23,2,4,0,[Rh(COD)Cl]2,DABCO,ethanol,True,False,60.0,virtual_design
4497,L24,23,2,4,1,[Rh(COD)Cl]2,DABCO,acetonitrile,True,False,60.0,virtual_design
4498,L24,23,2,4,2,[Rh(COD)Cl]2,DABCO,toluene,True,False,60.0,virtual_design
4499,L24,23,2,4,3,[Rh(COD)Cl]2,DABCO,DMF,True,False,60.0,virtual_design
4500,L24,23,2,5,0,[Rh(COD)Cl]2,K2CO3,ethanol,False,False,60.0,virtual_design
4501,L24,23,2,5,1,[Rh(COD)Cl]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
4502,L24,23,2,5,2,[Rh(COD)Cl]2,K2CO3,toluene,False,False,60.0,virtual_design
4503,L24,23,2,5,3,[Rh(COD)Cl]2,K2CO3,DMF,False,False,60.0,virtual_design
4504,L24,23,2,6,0,[Rh(COD)Cl]2,KOtBu,ethanol,False,False,60.0,virtual_design
4505,L24,23,2,6,1,[Rh(COD)Cl]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
4506,L24,23,2,6,2,[Rh(COD)Cl]2,KOtBu,toluene,False,False,60.0,virtual_design
4507,L24,23,2,6,3,[Rh(COD)Cl]2,KOtBu,DMF,False,False,60.0,virtual_design
4508,L24,23,2,7,0,[Rh(COD)Cl]2,NaOtBu,ethanol,False,False,60.0,virtual_design
4509,L24,23,2,7,1,[Rh(COD)Cl]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4510,L24,23,2,7,2,[Rh(COD)Cl]2,NaOtBu,toluene,False,False,60.0,virtual_design
4511,L24,23,2,7,3,[Rh(COD)Cl]2,NaOtBu,DMF,False,False,60.0,virtual_design
4512,L24,23,3,0,0,[Ir(COD)Cl]2,DBU,ethanol,True,False,60.0,virtual_design
4513,L24,23,3,0,1,[Ir(COD)Cl]2,DBU,acetonitrile,True,False,60.0,virtual_design
4514,L24,23,3,0,2,[Ir(COD)Cl]2,DBU,toluene,True,False,60.0,virtual_design
4515,L24,23,3,0,3,[Ir(COD)Cl]2,DBU,DMF,True,False,60.0,virtual_design
4516,L24,23,3,1,0,[Ir(COD)Cl]2,DIPEA,ethanol,True,False,60.0,virtual_design
4517,L24,23,3,1,1,[Ir(COD)Cl]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
4518,L24,23,3,1,2,[Ir(COD)Cl]2,DIPEA,toluene,True,False,60.0,virtual_design
4519,L24,23,3,1,3,[Ir(COD)Cl]2,DIPEA,DMF,True,False,60.0,virtual_design
4520,L24,23,3,2,0,[Ir(COD)Cl]2,triethylamine,ethanol,True,False,60.0,virtual_design
4521,L24,23,3,2,1,[Ir(COD)Cl]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
4522,L24,23,3,2,2,[Ir(COD)Cl]2,triethylamine,toluene,True,False,60.0,virtual_design
4523,L24,23,3,2,3,[Ir(COD)Cl]2,triethylamine,DMF,True,False,60.0,virtual_design
4524,L24,23,3,3,0,[Ir(COD)Cl]2,pyridine,ethanol,True,False,60.0,virtual_design
4525,L24,23,3,3,1,[Ir(COD)Cl]2,pyridine,acetonitrile,True,False,60.0,virtual_design
4526,L24,23,3,3,2,[Ir(COD)Cl]2,pyridine,toluene,True,False,60.0,virtual_design
4527,L24,23,3,3,3,[Ir(COD)Cl]2,pyridine,DMF,True,False,60.0,virtual_design
4528,L24,23,3,4,0,[Ir(COD)Cl]2,DABCO,ethanol,True,False,60.0,virtual_design
4529,L24,23,3,4,1,[Ir(COD)Cl]2,DABCO,acetonitrile,True,False,60.0,virtual_design
4530,L24,23,3,4,2,[Ir(COD)Cl]2,DABCO,toluene,True,False,60.0,virtual_design
4531,L24,23,3,4,3,[Ir(COD)Cl]2,DABCO,DMF,True,False,60.0,virtual_design
4532,L24,23,3,5,0,[Ir(COD)Cl]2,K2CO3,ethanol,False,False,60.0,virtual_design
4533,L24,23,3,5,1,[Ir(COD)Cl]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
4534,L24,23,3,5,2,[Ir(COD)Cl]2,K2CO3,toluene,False,False,60.0,virtual_design
4535,L24,23,3,5,3,[Ir(COD)Cl]2,K2CO3,DMF,False,False,60.0,virtual_design
4536,L24,23,3,6,0,[Ir(COD)Cl]2,KOtBu,ethanol,False,False,60.0,virtual_design
4537,L24,23,3,6,1,[Ir(COD)Cl]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
4538,L24,23,3,6,2,[Ir(COD)Cl]2,KOtBu,toluene,False,False,60.0,virtual_design
4539,L24,23,3,6,3,[Ir(COD)Cl]2,KOtBu,DMF,False,False,60.0,virtual_design
4540,L24,23,3,7,0,[Ir(COD)Cl]2,NaOtBu,ethanol,False,False,60.0,virtual_design
4541,L24,23,3,7,1,[Ir(COD)Cl]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4542,L24,23,3,7,2,[Ir(COD)Cl]2,NaOtBu,toluene,False,False,60.0,virtual_design
4543,L24,23,3,7,3,[Ir(COD)Cl]2,NaOtBu,DMF,False,False,60.0,virtual_design
4544,L24,23,4,0,0,[Ru(p-cymene)Cl2]2,DBU,ethanol,True,False,60.0,virtual_design
4545,L24,23,4,0,1,[Ru(p-cymene)Cl2]2,DBU,acetonitrile,True,False,60.0,virtual_design
4546,L24,23,4,0,2,[Ru(p-cymene)Cl2]2,DBU,toluene,True,False,60.0,virtual_design
4547,L24,23,4,0,3,[Ru(p-cymene)Cl2]2,DBU,DMF,True,False,60.0,virtual_design
4548,L24,23,4,1,0,[Ru(p-cymene)Cl2]2,DIPEA,ethanol,True,False,60.0,virtual_design
4549,L24,23,4,1,1,[Ru(p-cymene)Cl2]2,DIPEA,acetonitrile,True,False,60.0,virtual_design
4550,L24,23,4,1,2,[Ru(p-cymene)Cl2]2,DIPEA,toluene,True,False,60.0,virtual_design
4551,L24,23,4,1,3,[Ru(p-cymene)Cl2]2,DIPEA,DMF,True,False,60.0,virtual_design
4552,L24,23,4,2,0,[Ru(p-cymene)Cl2]2,triethylamine,ethanol,True,False,60.0,virtual_design
4553,L24,23,4,2,1,[Ru(p-cymene)Cl2]2,triethylamine,acetonitrile,True,False,60.0,virtual_design
4554,L24,23,4,2,2,[Ru(p-cymene)Cl2]2,triethylamine,toluene,True,False,60.0,virtual_design
4555,L24,23,4,2,3,[Ru(p-cymene)Cl2]2,triethylamine,DMF,True,False,60.0,virtual_design
4556,L24,23,4,3,0,[Ru(p-cymene)Cl2]2,pyridine,ethanol,True,False,60.0,virtual_design
4557,L24,23,4,3,1,[Ru(p-cymene)Cl2]2,pyridine,acetonitrile,True,False,60.0,virtual_design
4558,L24,23,4,3,2,[Ru(p-cymene)Cl2]2,pyridine,toluene,True,False,60.0,virtual_design
4559,L24,23,4,3,3,[Ru(p-cymene)Cl2]2,pyridine,DMF,True,False,60.0,virtual_design
4560,L24,23,4,4,0,[Ru(p-cymene)Cl2]2,DABCO,ethanol,True,False,60.0,virtual_design
4561,L24,23,4,4,1,[Ru(p-cymene)Cl2]2,DABCO,acetonitrile,True,False,60.0,virtual_design
4562,L24,23,4,4,2,[Ru(p-cymene)Cl2]2,DABCO,toluene,True,False,60.0,virtual_design
4563,L24,23,4,4,3,[Ru(p-cymene)Cl2]2,DABCO,DMF,True,False,60.0,virtual_design
4564,L24,23,4,5,0,[Ru(p-cymene)Cl2]2,K2CO3,ethanol,False,False,60.0,virtual_design
4565,L24,23,4,5,1,[Ru(p-cymene)Cl2]2,K2CO3,acetonitrile,False,False,60.0,virtual_design
4566,L24,23,4,5,2,[Ru(p-cymene)Cl2]2,K2CO3,toluene,False,False,60.0,virtual_design
4567,L24,23,4,5,3,[Ru(p-cymene)Cl2]2,K2CO3,DMF,False,False,60.0,virtual_design
4568,L24,23,4,6,0,[Ru(p-cymene)Cl2]2,KOtBu,ethanol,False,False,60.0,virtual_design
4569,L24,23,4,6,1,[Ru(p-cymene)Cl2]2,KOtBu,acetonitrile,False,False,60.0,virtual_design
4570,L24,23,4,6,2,[Ru(p-cymene)Cl2]2,KOtBu,toluene,False,False,60.0,virtual_design
4571,L24,23,4,6,3,[Ru(p-cymene)Cl2]2,KOtBu,DMF,False,False,60.0,virtual_design
4572,L24,23,4,7,0,[Ru(p-cymene)Cl2]2,NaOtBu,ethanol,False,False,60.0,virtual_design
4573,L24,23,4,7,1,[Ru(p-cymene)Cl2]2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4574,L24,23,4,7,2,[Ru(p-cymene)Cl2]2,NaOtBu,toluene,False,False,60.0,virtual_design
4575,L24,23,4,7,3,[Ru(p-cymene)Cl2]2,NaOtBu,DMF,False,False,60.0,virtual_design
4576,L24,23,5,0,0,Pd(OAc)2,DBU,ethanol,True,False,60.0,virtual_design
4577,L24,23,5,0,1,Pd(OAc)2,DBU,acetonitrile,True,False,60.0,virtual_design
4578,L24,23,5,0,2,Pd(OAc)2,DBU,toluene,True,False,60.0,virtual_design
4579,L24,23,5,0,3,Pd(OAc)2,DBU,DMF,True,False,60.0,virtual_design
4580,L24,23,5,1,0,Pd(OAc)2,DIPEA,ethanol,True,False,60.0,virtual_design
4581,L24,23,5,1,1,Pd(OAc)2,DIPEA,acetonitrile,True,False,60.0,virtual_design
4582,L24,23,5,1,2,Pd(OAc)2,DIPEA,toluene,True,False,60.0,virtual_design
4583,L24,23,5,1,3,Pd(OAc)2,DIPEA,DMF,True,False,60.0,virtual_design
4584,L24,23,5,2,0,Pd(OAc)2,triethylamine,ethanol,True,False,60.0,virtual_design
4585,L24,23,5,2,1,Pd(OAc)2,triethylamine,acetonitrile,True,False,60.0,virtual_design
4586,L24,23,5,2,2,Pd(OAc)2,triethylamine,toluene,True,False,60.0,virtual_design
4587,L24,23,5,2,3,Pd(OAc)2,triethylamine,DMF,True,False,60.0,virtual_design
4588,L24,23,5,3,0,Pd(OAc)2,pyridine,ethanol,True,False,60.0,virtual_design
4589,L24,23,5,3,1,Pd(OAc)2,pyridine,acetonitrile,True,False,60.0,virtual_design
4590,L24,23,5,3,2,Pd(OAc)2,pyridine,toluene,True,False,60.0,virtual_design
4591,L24,23,5,3,3,Pd(OAc)2,pyridine,DMF,True,False,60.0,virtual_design
4592,L24,23,5,4,0,Pd(OAc)2,DABCO,ethanol,True,False,60.0,virtual_design
4593,L24,23,5,4,1,Pd(OAc)2,DABCO,acetonitrile,True,False,60.0,virtual_design
4594,L24,23,5,4,2,Pd(OAc)2,DABCO,toluene,True,False,60.0,virtual_design
4595,L24,23,5,4,3,Pd(OAc)2,DABCO,DMF,True,False,60.0,virtual_design
4596,L24,23,5,5,0,Pd(OAc)2,K2CO3,ethanol,False,False,60.0,virtual_design
4597,L24,23,5,5,1,Pd(OAc)2,K2CO3,acetonitrile,False,False,60.0,virtual_design
4598,L24,23,5,5,2,Pd(OAc)2,K2CO3,toluene,False,False,60.0,virtual_design
4599,L24,23,5,5,3,Pd(OAc)2,K2CO3,DMF,False,False,60.0,virtual_design
4600,L24,23,5,6,0,Pd(OAc)2,KOtBu,ethanol,False,False,60.0,virtual_design
4601,L24,23,5,6,1,Pd(OAc)2,KOtBu,acetonitrile,False,False,60.0,virtual_design
4602,L24,23,5,6,2,Pd(OAc)2,KOtBu,toluene,False,False,60.0,virtual_design
4603,L24,23,5,6,3,Pd(OAc)2,KOtBu,DMF,False,False,60.0,virtual_design
4604,L24,23,5,7,0,Pd(OAc)2,NaOtBu,ethanol,False,False,60.0,virtual_design
4605,L24,23,5,7,1,Pd(OAc)2,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4606,L24,23,5,7,2,Pd(OAc)2,NaOtBu,toluene,False,False,60.0,virtual_design
4607,L24,23,5,7,3,Pd(OAc)2,NaOtBu,DMF,False,False,60.0,virtual_design
4608,L25,24,0,0,0,CuI,DBU,ethanol,True,False,60.0,virtual_design
4609,L25,24,0,0,1,CuI,DBU,acetonitrile,True,False,60.0,virtual_design
4610,L25,24,0,0,2,CuI,DBU,toluene,True,False,60.0,virtual_design
4611,L25,24,0,0,3,CuI,DBU,DMF,True,False,60.0,virtual_design
4612,L25,24,0,1,0,CuI,DIPEA,ethanol,True,False,60.0,virtual_design
4613,L25,24,0,1,1,CuI,DIPEA,acetonitrile,True,False,60.0,virtual_design
4614,L25,24,0,1,2,CuI,DIPEA,toluene,True,False,60.0,virtual_design
4615,L25,24,0,1,3,CuI,DIPEA,DMF,True,False,60.0,virtual_design
4616,L25,24,0,2,0,CuI,triethylamine,ethanol,True,False,60.0,virtual_design
4617,L25,24,0,2,1,CuI,triethylamine,acetonitrile,True,False,60.0,virtual_design
4618,L25,24,0,2,2,CuI,triethylamine,toluene,True,False,60.0,virtual_design
4619,L25,24,0,2,3,CuI,triethylamine,DMF,True,False,60.0,virtual_design
4620,L25,24,0,3,0,CuI,pyridine,ethanol,True,False,60.0,virtual_design
4621,L25,24,0,3,1,CuI,pyridine,acetonitrile,True,False,60.0,virtual_design
4622,L25,24,0,3,2,CuI,pyridine,toluene,True,False,60.0,virtual_design
4623,L25,24,0,3,3,CuI,pyridine,DMF,True,False,60.0,virtual_design
4624,L25,24,0,4,0,CuI,DABCO,ethanol,True,False,60.0,virtual_design
4625,L25,24,0,4,1,CuI,DABCO,acetonitrile,True,False,60.0,virtual_design
4626,L25,24,0,4,2,CuI,DABCO,toluene,True,False,60.0,virtual_design
4627,L25,24,0,4,3,CuI,DABCO,DMF,True,False,60.0,virtual_design
4628,L25,24,0,5,0,CuI,K2CO3,ethanol,False,False,60.0,virtual_design
4629,L25,24,0,5,1,CuI,K2CO3,acetonitrile,False,False,60.0,virtual_design
4630,L25,24,0,5,2,CuI,K2CO3,toluene,False,False,60.0,virtual_design
4631,L25,24,0,5,3,CuI,K2CO3,DMF,False,False,60.0,virtual_design
4632,L25,24,0,6,0,CuI,KOtBu,ethanol,False,False,60.0,virtual_design
4633,L25,24,0,6,1,CuI,KOtBu,acetonitrile,False,False,60.0,virtual_design
4634,L25,24,0,6,2,CuI,KOtBu,toluene,False,False,60.0,virtual_design
4635,L25,24,0,6,3,CuI,KOtBu,DMF,False,False,60.0,virtual_design
4636,L25,24,0,7,0,CuI,NaOtBu,ethanol,False,False,60.0,virtual_design
4637,L25,24,0,7,1,CuI,NaOtBu,acetonitrile,False,False,60.0,virtual_design
4638,L25,24,0,7,2,CuI,NaOtBu,toluene,False,False,60.0,virtual_design
4639,L25,24,0,7,3,CuI,NaOtBu,DMF,False,False,60.0,virtual_design
4640,L25,24,1,0,0,Cu(OAc)2,DBU,ethanol,True,False,60.0,virtual_design
4641,L25,24,1,0,1,Cu(OAc)2,DBU,acetonitrile,True,False,60.0,virtual_design
4642,L25,24,1,0,2,Cu(OAc)2,DBU,toluene,True,False,60.0,virtual_design
